accuracy (top 1),accuracy (top 5),n_train,i_repeat,layer,architecture,task,kind,source,MRR
0.1044,0.2896,1,3,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2130292706569552
0.174,0.4508,5,3,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3130454974994784
0.2324,0.5352,20,3,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3788877643794675
0.2484,0.5736,50,3,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4015018183770964
0.0848,0.3056,1,4,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2085855465943857
0.1968,0.4652,5,4,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3362047825954112
0.2272,0.5544,20,4,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3818671553526648
0.246,0.574,50,4,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4002782637317674
0.098,0.2808,1,5,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2041370256190881
0.1644,0.4384,5,5,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.303729475370694
0.2188,0.5576,20,5,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3769059787200832
0.2516,0.5916,50,5,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4088218239633686
0.1008,0.2808,1,6,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2055737767172821
0.1664,0.4552,5,6,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3099843179908221
0.2484,0.5596,20,6,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3955081973011332
0.2652,0.5856,50,6,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4159055406580344
0.1228,0.3152,1,7,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2330880537262697
0.1948,0.4628,5,7,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3294879644662776
0.2252,0.5432,20,7,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3757274043498608
0.2692,0.5804,50,7,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4201049877425303
0.1148,0.312,1,8,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2230721320479098
0.1784,0.4624,5,8,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3191235209282987
0.2456,0.5544,20,8,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3932658000986739
0.2644,0.5808,50,8,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4172069338155642
0.0904,0.2892,1,9,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.201380898666918
0.1768,0.4736,5,9,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3208475051526696
0.2512,0.5644,20,9,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4025957225446512
0.2668,0.5808,50,9,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.4168170491408463
0.0952,0.2756,1,0,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.200009497369946
0.1604,0.4136,5,0,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2920410393031697
0.208,0.5056,20,0,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3519700411546747
0.224,0.53,50,0,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3708192873956565
0.0944,0.2556,1,1,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1983002732714376
0.146,0.414,5,1,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.282318783554654
0.2024,0.5116,20,1,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3494162166772779
0.2176,0.5304,50,1,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3668558589678595
0.1148,0.3012,1,2,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2225788092934743
0.176,0.4336,5,2,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.308103200054531
0.2052,0.508,20,2,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3482895511301848
0.2176,0.5208,50,2,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.364966145958871
0.0976,0.2712,1,3,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2020192167026984
0.154,0.4172,5,3,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2893982849086499
0.2112,0.4944,20,3,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3497432231886551
0.2192,0.5316,50,3,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.369522498609182
0.0768,0.2808,1,4,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1946019359967502
0.1712,0.438,5,4,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3080520901355701
0.2072,0.5012,20,4,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3536445242491075
0.2168,0.5248,50,4,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3634909233840304
0.086,0.2532,1,5,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1870337850090479
0.1416,0.4072,5,5,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2795282299617492
0.1992,0.5136,20,5,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3502336307580669
0.222,0.542,50,5,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3766144741755723
0.0916,0.2608,1,6,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1952933195441315
0.1576,0.4188,5,6,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2898432687631438
0.2108,0.5224,20,6,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3578913573418117
0.2228,0.5328,50,6,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3734747325271734
0.1208,0.3036,1,7,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2266914189172182
0.17,0.43,5,7,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3028551552724936
0.1968,0.4892,20,7,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3432012937167059
0.226,0.5388,50,7,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3773513061446965
0.1052,0.282,1,8,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2103533920309703
0.1548,0.4172,5,8,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2875829091402593
0.2156,0.5068,20,8,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3574303442416787
0.2288,0.5232,50,8,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3758438273264244
0.0884,0.2672,1,9,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1944000165511989
0.1604,0.4288,5,9,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2961287637408026
0.2128,0.5256,20,9,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3622759921405423
0.2336,0.5328,50,9,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.379884789020064
0.0872,0.2464,1,0,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1849880143410497
0.1444,0.3724,5,0,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2678900680767434
0.174,0.454,20,0,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3131201656040057
0.1932,0.4784,50,0,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3323887443292897
0.0816,0.2284,1,1,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1793266140089314
0.13,0.3584,5,1,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2547723666532769
0.172,0.4608,20,1,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3097910284856504
0.1856,0.4728,50,1,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3282842194079733
0.1052,0.2784,1,2,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.208831209538214
0.1564,0.3944,5,2,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.278985322677685
0.1788,0.4448,20,2,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3134949986427353
0.1952,0.4688,50,2,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3318666222700248
0.0956,0.2592,1,3,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1924967412642302
0.1464,0.3616,5,3,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.265518495659132
0.1832,0.4492,20,3,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3172502074737383
0.196,0.4772,50,3,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3370725704511804
0.0632,0.2624,1,4,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1766695408084614
0.1452,0.3904,5,4,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2735765306901391
0.18,0.448,20,4,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3174830323006676
0.19,0.466,50,4,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.325821400388291
0.0832,0.2324,1,5,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1775880409518992
0.1248,0.3704,5,5,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2523491825246437
0.1708,0.4528,20,5,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3129951472253179
0.1956,0.4832,50,5,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3379498783333969
0.0864,0.2436,1,6,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1827792712922722
0.1408,0.3664,5,6,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2635836411389141
0.1872,0.4636,20,6,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.324176370855787
0.198,0.4776,50,6,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3365078030730677
0.1152,0.2816,1,7,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2145612878686935
0.1528,0.3784,5,7,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2746420333055222
0.174,0.4372,20,7,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.309453965548932
0.19,0.4748,50,7,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3324824268415141
0.0972,0.2728,1,8,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.1994041504533918
0.1392,0.3796,5,8,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2631041249666647
0.184,0.4604,20,8,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3200611906275279
0.2,0.4688,50,8,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3374367919378216
0.0728,0.2372,1,9,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.175820939056622
0.1444,0.376,5,9,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.2702709857991907
0.1868,0.46,20,9,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3243391369632845
0.1952,0.4772,50,9,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy,0.3348246495928038
0.0768,0.2292,1,0,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1705454703005867
0.1056,0.3048,5,0,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2194553165087922
0.1432,0.3548,20,0,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.258715520369267
0.1644,0.3764,50,0,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2783479954485356
0.064,0.2248,1,1,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1629034080321345
0.102,0.2872,5,1,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2114522105659582
0.152,0.3512,20,1,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2613468672979304
0.1576,0.3576,50,1,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2722813671960881
0.0808,0.23,1,2,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.175917554860037
0.1228,0.3008,5,2,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2286817051251047
0.146,0.3552,20,2,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2633860237800495
0.1596,0.38,50,2,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2775925856466129
0.0512,0.1804,1,3,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1402220122987812
0.1128,0.2924,5,3,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2180960126545383
0.1408,0.3544,20,3,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2565152359238252
0.1532,0.372,50,3,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2713195903407347
0.064,0.1896,1,4,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.150510351318014
0.118,0.3148,5,4,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2290739994824444
0.1476,0.3628,20,4,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2643725035441797
0.1596,0.3652,50,4,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2745190355127311
0.0556,0.1752,1,5,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1404331167473117
0.1148,0.288,5,5,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.216167389425307
0.14,0.3424,20,5,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2529114485580158
0.1588,0.362,50,5,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2740218746713465
0.06,0.2068,1,6,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1532112257714162
0.1132,0.2944,5,6,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.217168456381253
0.1376,0.344,20,6,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2542147119732047
0.1612,0.3744,50,6,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2757009760395968
0.0588,0.22,1,7,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1581547709079814
0.1204,0.3228,5,7,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2311247927507545
0.1512,0.3664,20,7,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2671152222269661
0.1628,0.3792,50,7,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2790812152977785
0.0708,0.2088,1,8,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1587256961041689
0.122,0.3044,5,8,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2289068117090446
0.1528,0.3684,20,8,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2694308323763313
0.1568,0.3784,50,8,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2745227116427635
0.0712,0.214,1,9,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1645103778010376
0.1148,0.3,5,9,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2228967460562607
0.1516,0.354,20,9,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2676679624563179
0.168,0.3744,50,9,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2812909231578946
0.0768,0.2136,1,0,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1664531042990415
0.0992,0.292,5,0,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2114970368776463
0.1272,0.3448,20,0,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2464215086819863
0.1492,0.3588,50,0,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2642047862990363
0.0668,0.2072,1,1,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1616509402141317
0.0888,0.272,5,1,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1980206579705822
0.136,0.3296,20,1,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2478335771188592
0.1508,0.3516,50,1,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2638676299677479
0.0756,0.2212,1,2,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1705017734691319
0.118,0.2996,5,2,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2237143285566919
0.1424,0.3412,20,2,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2547751793977506
0.148,0.358,50,2,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2617717965938579
0.0556,0.1896,1,3,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1459710244520297
0.104,0.2896,5,3,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2101970788891165
0.1272,0.3492,20,3,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2479074238740081
0.1452,0.3616,50,3,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.263910168610656
0.0568,0.1784,1,4,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1433918614815035
0.112,0.2948,5,4,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2198282664164214
0.1504,0.3484,20,4,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2605973248897846
0.1484,0.3624,50,4,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2643047390586532
0.0576,0.1844,1,5,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1443750867035558
0.1124,0.2864,5,5,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2128469363674819
0.1284,0.3328,20,5,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.242721495572761
0.1388,0.3568,50,5,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2574580786735399
0.0664,0.196,1,6,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1545423323261623
0.112,0.284,5,6,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2145831974496934
0.1376,0.3412,20,6,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2518898821164373
0.152,0.3604,50,6,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2684589271518808
0.0592,0.198,1,7,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.154000138649894
0.12,0.3052,5,7,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2274200512379483
0.1436,0.3472,20,7,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2573504231260815
0.1536,0.3604,50,7,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2681492110506903
0.0696,0.2096,1,8,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1588505948864132
0.1124,0.2992,5,8,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2196322137321655
0.1464,0.3568,20,8,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2623653029272895
0.1488,0.3636,50,8,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2676731414679611
0.07,0.2128,1,9,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1644912370887818
0.1116,0.2976,5,9,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2179492529730288
0.1384,0.338,20,9,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2536029818402803
0.1548,0.3688,50,9,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2708799642793583
0.062,0.1988,1,0,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1516750235477001
0.0904,0.2572,5,0,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.193337225556824
0.1148,0.3064,20,0,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2270317909247804
0.1196,0.34,50,0,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2382971279947341
0.0572,0.1956,1,1,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1481643994958892
0.0824,0.2512,5,1,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1829773263030191
0.106,0.2892,20,1,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2139741560781729
0.1192,0.3176,50,1,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2321135856330807
0.07,0.2068,1,2,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.1607130594685907
0.0996,0.2712,5,2,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2032838714916753
0.1176,0.2944,20,2,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2244246537504736
0.1232,0.3136,50,2,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy,0.2344398659910074
